category_id,category_name,playlist_id,playlist_name,song_id,song_artist,song_title
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,5P11Hq2LZ2ArnetsepGTqT,"Haaland936, Aymen",Steiniger Weg
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,1Gt4M9aYe7YgFnPhX5v2Yt,Lucio101,NY Freestyle
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,6lU1TaJH55oStIKOjtN0GO,Nibor,Drug Dealer
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,5eLz8tNmhYhsoQXPikiOnO,Asche,Mayhem
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,5eYcqcCAHnL1XFAhfzkj7p,"Delil, VOLO",Dezam
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,5e72ONjfXay39aNscBAQ28,"Trettmann, RIN",Whip
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,1Ub0UvSzsIq1hGj8TULZTf,"moé, SOMA",zugeparkt
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,4UozTqtYZF22YTnCvloI2a,"BOUNTY & COCOA, badmómzjay",FRENCH NAILS (feat. badmómzjay)
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,3Nu2D85Uzxssh7tcCtMwYb,Bayor,ICKLIST
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,1kkK6cTHxlRvX86apWIvKy,"MEL, Koushino",Medizin
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,2Nm69unCpDn8qAoKi1m2Ee,Money Boy,Lolli
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,6DidG1r0xh9EuZtCC3Snnq,YFG Pave,Bis ins Grab
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,3euttHt7AiAXhGQuwdYAB3,Lune,Bra Gawra Min
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,67z5TYdeP33tm71EybZZxE,Jaill,Ambassador
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,4pMnZ176A22sWptnk76CMd,"Kalazh44, ROTE MÜTZE RAPHI",Nie mehr verliebt
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,7BPf9eC2c1lSPRyGBySNrt,"Blondee, Sicko, Force",Astronaut
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,7xHsXJT7x3RW94zamTR1Kb,"Souly, Domiziana",Warum immer Ich
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,6DD885nAZ3LNwaIePVgmPU,RUFUZ,SONNE & SCHNEE
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,0UZsZ6BPr4bvY1menn8cTI,Eunique,Ohne Mich
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,3s4Faq9mIWe3VoOeFfTDlU,BAZU,Freestyler V3
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,43qswkwUnVZ3k6T3OqPaOF,Morpheuz,Geile Zeit
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,79rsvFNz3COzGiodEBTQ36,Aylo,Keine Angst
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,7GIHhuHDlRab6yKyjPARcX,Rubi,WASSEREIS
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,740Bg9OUbQWePvtG6d266v,"Mufasa069, Ramo",Real
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,65JZvdxLYpHqHCXGaMOiCN,"OG LU, Japo, overshiaat",Bela & Fitna
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,20SfMcApEhfX0Xyq481hvU,"Moop Mama, Älice",Nie Wieder
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,3EwIXZhynD34yvQckm3oNK,YBRE,tut mir leid
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,0pSf4WmJYWzX6PKwyH8cdg,Charisma,Honey
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,75ch4rczvMErzAowBSPaFd,Sadi,Verdient
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,3uFEzTqpY082PEzt4Ks1QC,"ZAVET, Fewtile",Für Nichts
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,4oTrcjn08jBFben4O2Am2Q,Elly,Whiplash
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX2lUf1uE6Mre,Shisha Club,7eBo7oeGFWJ9GlL1Me6NuV,Amo,Amo aller Amos
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX2lUf1uE6Mre,Shisha Club,7ciTcePUxWjBbaouXk7Bvf,"Olexesh, Ataypapi, ilo 7araga",Pistoleta
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX2lUf1uE6Mre,Shisha Club,6p5snXqHBtG6rjO7bwiGZT,"Rap La Rue, Amo, Kauta, Haaland936","Baile (feat. Amo, Haaland936 & Kauta)"
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX2lUf1uE6Mre,Shisha Club,4jhQOtHfWQq6GYkhvsAkOq,Nimo,Wie beim ersten Mal
